label,pc_agi_ventile,TAX_YR,adjusted25,adjusted_median,adjusted75,age,units
Labor income,5.0,2003,12.200000000000001,19.0,22.7,58,thousands of dollars
Labor income,6.0,2003,14.8,22.5,26.2,58,thousands of dollars
Labor income,7.0,2003,16.7,25.1,29.1,58,thousands of dollars
Labor income,8.0,2003,18.6,28.3,32.5,58,thousands of dollars
Labor income,9.0,2003,21.3,31.2,35.800000000000004,58,thousands of dollars
Labor income,10.0,2003,23.400000000000002,34.5,39.0,58,thousands of dollars
Labor income,11.0,2003,25.400000000000002,37.2,42.5,58,thousands of dollars
Labor income,12.0,2003,28.2,41.0,46.5,58,thousands of dollars
Labor income,13.0,2003,30.900000000000002,45.1,50.800000000000004,58,thousands of dollars
Labor income,14.0,2003,34.7,49.300000000000004,55.4,58,thousands of dollars
Labor income,15.0,2003,36.5,53.9,61.0,58,thousands of dollars
Labor income,16.0,2003,41.300000000000004,59.4,67.6,58,thousands of dollars
Labor income,17.0,2003,45.6,67.1,76.8,58,thousands of dollars
Labor income,18.0,2003,52.2,76.7,89.4,58,thousands of dollars
Labor income,19.0,2003,63.2,93.2,112.60000000000001,58,thousands of dollars
Labor income,20.0,2003,89.4,146.4,219.6,58,thousands of dollars
Labor income,1.0,2004,2.15,4.98,9.16,59,thousands of dollars
Labor income,2.0,2004,4.47,8.81,12.3,59,thousands of dollars
Labor income,3.0,2004,6.84,12.3,16.0,59,thousands of dollars
Labor income,4.0,2004,8.85,15.4,19.5,59,thousands of dollars
Labor income,5.0,2004,11.5,18.8,22.900000000000002,59,thousands of dollars
Labor income,6.0,2004,13.5,21.8,26.3,59,thousands of dollars
Labor income,7.0,2004,15.4,24.6,29.3,59,thousands of dollars
Labor income,8.0,2004,16.9,27.5,32.7,59,thousands of dollars
Labor income,9.0,2004,18.900000000000002,30.3,36.0,59,thousands of dollars
Labor income,10.0,2004,20.7,33.4,39.1,59,thousands of dollars
Labor income,11.0,2004,23.0,36.2,42.7,59,thousands of dollars
Labor income,12.0,2004,24.3,39.7,46.5,59,thousands of dollars
Labor income,13.0,2004,27.900000000000002,43.4,50.7,59,thousands of dollars
Labor income,14.0,2004,30.7,47.4,55.4,59,thousands of dollars
Labor income,15.0,2004,32.4,51.6,61.0,59,thousands of dollars
Labor income,16.0,2004,37.0,57.300000000000004,67.4,59,thousands of dollars
Labor income,17.0,2004,40.300000000000004,64.0,76.10000000000001,59,thousands of dollars
Labor income,18.0,2004,46.300000000000004,73.2,88.9,59,thousands of dollars
Labor income,19.0,2004,56.9,90.7,112.60000000000001,59,thousands of dollars
Labor income,20.0,2004,81.8,141.9,220.1,59,thousands of dollars
Labor income,1.0,2005,2.57,5.75,11.700000000000001,60,thousands of dollars
Labor income,2.0,2005,4.6000000000000005,8.88,13.3,60,thousands of dollars
Labor income,3.0,2005,7.0600000000000005,12.4,16.6,60,thousands of dollars
Labor income,4.0,2005,8.48,15.3,19.8,60,thousands of dollars
Labor income,5.0,2005,10.6,18.1,23.0,60,thousands of dollars
Labor income,6.0,2005,12.5,20.8,26.3,60,thousands of dollars
Labor income,7.0,2005,14.0,23.1,29.2,60,thousands of dollars
Labor income,8.0,2005,15.3,26.400000000000002,32.3,60,thousands of dollars
Labor income,9.0,2005,17.3,29.1,35.6,60,thousands of dollars
Labor income,10.0,2005,18.7,31.5,38.7,60,thousands of dollars
Labor income,11.0,2005,20.400000000000002,34.2,42.2,60,thousands of dollars
Labor income,12.0,2005,21.7,37.6,45.800000000000004,60,thousands of dollars
Labor income,13.0,2005,24.8,40.800000000000004,49.9,60,thousands of dollars
Labor income,14.0,2005,26.2,44.4,54.0,60,thousands of dollars
Labor income,15.0,2005,27.6,47.800000000000004,59.7,60,thousands of dollars
Labor income,16.0,2005,31.7,53.4,66.2,60,thousands of dollars
Labor income,17.0,2005,34.0,58.9,74.4,60,thousands of dollars
Labor income,18.0,2005,38.5,67.1,86.60000000000001,60,thousands of dollars
Labor income,19.0,2005,49.5,84.0,109.9,60,thousands of dollars
Labor income,20.0,2005,69.7,131.9,215.6,60,thousands of dollars
Labor income,1.0,2006,2.87,6.33,14.200000000000001,61,thousands of dollars
Labor income,2.0,2006,4.79,9.25,14.200000000000001,61,thousands of dollars
Labor income,3.0,2006,6.5600000000000005,12.200000000000001,17.3,61,thousands of dollars
Labor income,4.0,2006,8.27,15.0,20.400000000000002,61,thousands of dollars
Labor income,5.0,2006,9.71,17.5,23.2,61,thousands of dollars
Labor income,6.0,2006,11.6,20.2,26.400000000000002,61,thousands of dollars
Labor income,7.0,2006,12.700000000000001,22.8,29.3,61,thousands of dollars
Labor income,8.0,2006,14.200000000000001,25.2,32.1,61,thousands of dollars
Labor income,9.0,2006,15.4,27.6,35.300000000000004,61,thousands of dollars
Labor income,10.0,2006,17.1,30.6,38.4,61,thousands of dollars
Labor income,11.0,2006,18.3,32.3,41.7,61,thousands of dollars
Labor income,12.0,2006,19.2,35.300000000000004,45.300000000000004,61,thousands of dollars
Labor income,13.0,2006,21.1,38.4,49.2,61,thousands of dollars
Labor income,14.0,2006,23.1,41.9,53.5,61,thousands of dollars
Labor income,15.0,2006,23.900000000000002,44.300000000000004,58.5,61,thousands of dollars
Labor income,16.0,2006,27.8,50.300000000000004,65.2,61,thousands of dollars
Labor income,17.0,2006,28.6,55.0,73.0,61,thousands of dollars
Labor income,18.0,2006,32.4,62.5,85.3,61,thousands of dollars
Labor income,19.0,2006,40.1,79.0,108.10000000000001,61,thousands of dollars
Labor income,20.0,2006,58.800000000000004,123.8,208.1,61,thousands of dollars
Labor income,1.0,2007,3.19,7.17,14.4,62,thousands of dollars
Labor income,2.0,2007,4.6000000000000005,8.92,14.8,62,thousands of dollars
Labor income,3.0,2007,6.48,12.0,17.5,62,thousands of dollars
Labor income,4.0,2007,7.51,14.4,20.1,62,thousands of dollars
Labor income,5.0,2007,8.78,16.5,23.0,62,thousands of dollars
Labor income,6.0,2007,10.3,18.8,26.0,62,thousands of dollars
Labor income,7.0,2007,11.0,20.7,28.6,62,thousands of dollars
Labor income,8.0,2007,12.3,23.400000000000002,31.6,62,thousands of dollars
Labor income,9.0,2007,13.3,25.400000000000002,34.6,62,thousands of dollars
Labor income,10.0,2007,13.9,27.400000000000002,37.5,62,thousands of dollars
Labor income,11.0,2007,15.1,30.0,40.800000000000004,62,thousands of dollars
Labor income,12.0,2007,15.6,32.5,44.5,62,thousands of dollars
Labor income,13.0,2007,17.0,35.1,47.800000000000004,62,thousands of dollars
Labor income,14.0,2007,19.0,38.0,51.9,62,thousands of dollars
Labor income,15.0,2007,19.7,40.6,57.5,62,thousands of dollars
Labor income,16.0,2007,22.7,45.9,64.2,62,thousands of dollars
Labor income,17.0,2007,23.0,50.0,71.4,62,thousands of dollars
Labor income,18.0,2007,26.3,57.1,82.9,62,thousands of dollars
Labor income,19.0,2007,34.800000000000004,73.0,105.7,62,thousands of dollars
Labor income,20.0,2007,52.4,118.9,202.8,62,thousands of dollars
Labor income,1.0,2008,2.68,6.8500000000000005,13.9,63,thousands of dollars
Labor income,2.0,2008,3.8000000000000003,8.040000000000001,14.3,63,thousands of dollars
Labor income,3.0,2008,5.43,11.1,17.0,63,thousands of dollars
Labor income,4.0,2008,6.3100000000000005,13.0,18.900000000000002,63,thousands of dollars
Labor income,5.0,2008,7.18,14.5,21.8,63,thousands of dollars
Labor income,6.0,2008,8.120000000000001,16.7,25.1,63,thousands of dollars
Labor income,7.0,2008,9.02,18.6,27.6,63,thousands of dollars
Labor income,8.0,2008,9.72,20.7,30.400000000000002,63,thousands of dollars
Labor income,9.0,2008,10.5,22.3,33.2,63,thousands of dollars
Labor income,10.0,2008,10.4,23.900000000000002,35.9,63,thousands of dollars
Labor income,11.0,2008,11.700000000000001,26.400000000000002,39.1,63,thousands of dollars
Labor income,12.0,2008,11.9,28.6,42.6,63,thousands of dollars
Labor income,13.0,2008,12.4,30.2,45.5,63,thousands of dollars
Labor income,14.0,2008,14.0,33.6,49.9,63,thousands of dollars
Labor income,15.0,2008,14.0,35.1,54.7,63,thousands of dollars
Labor income,16.0,2008,16.5,40.300000000000004,61.300000000000004,63,thousands of dollars
Labor income,17.0,2008,16.6,44.2,68.8,63,thousands of dollars
Labor income,18.0,2008,19.900000000000002,50.800000000000004,79.4,63,thousands of dollars
Labor income,19.0,2008,27.5,65.0,101.10000000000001,63,thousands of dollars
Labor income,20.0,2008,41.9,104.10000000000001,183.4,63,thousands of dollars
Labor income,1.0,2009,2.6,6.83,14.3,64,thousands of dollars
Labor income,2.0,2009,3.69,7.95,13.8,64,thousands of dollars
Labor income,3.0,2009,5.14,10.3,16.5,64,thousands of dollars
Labor income,4.0,2009,6.03,12.1,18.6,64,thousands of dollars
Labor income,5.0,2009,6.93,13.8,21.5,64,thousands of dollars
Labor income,6.0,2009,7.24,15.700000000000001,24.1,64,thousands of dollars
Labor income,7.0,2009,8.18,16.8,26.400000000000002,64,thousands of dollars
Labor income,8.0,2009,8.35,18.400000000000002,29.5,64,thousands of dollars
Labor income,9.0,2009,9.26,20.2,32.3,64,thousands of dollars
Labor income,10.0,2009,9.47,21.900000000000002,34.800000000000004,64,thousands of dollars
Labor income,11.0,2009,10.8,23.5,37.800000000000004,64,thousands of dollars
Labor income,12.0,2009,10.3,25.900000000000002,41.300000000000004,64,thousands of dollars
Labor income,13.0,2009,10.9,27.6,44.300000000000004,64,thousands of dollars
Labor income,14.0,2009,12.3,30.8,48.9,64,thousands of dollars
Labor income,15.0,2009,11.8,31.5,52.9,64,thousands of dollars
Labor income,16.0,2009,14.0,36.4,59.2,64,thousands of dollars
Labor income,17.0,2009,14.1,40.4,66.9,64,thousands of dollars
Labor income,18.0,2009,16.2,47.1,77.3,64,thousands of dollars
Labor income,19.0,2009,20.2,58.7,97.3,64,thousands of dollars
Labor income,20.0,2009,34.5,94.7,169.0,64,thousands of dollars
Labor income,1.0,2010,3.0700000000000003,7.140000000000001,14.9,65,thousands of dollars
Labor income,2.0,2010,3.5500000000000003,7.95,14.1,65,thousands of dollars
Labor income,3.0,2010,4.89,9.93,16.2,65,thousands of dollars
Labor income,4.0,2010,5.33,11.3,18.2,65,thousands of dollars
Labor income,5.0,2010,6.0,12.6,20.6,65,thousands of dollars
Labor income,6.0,2010,6.34,14.0,23.1,65,thousands of dollars
Labor income,7.0,2010,7.0600000000000005,15.5,25.400000000000002,65,thousands of dollars
Labor income,8.0,2010,7.67,16.9,27.900000000000002,65,thousands of dollars
Labor income,9.0,2010,8.0,18.1,30.400000000000002,65,thousands of dollars
Labor income,10.0,2010,7.53,18.8,32.7,65,thousands of dollars
Labor income,11.0,2010,8.120000000000001,20.400000000000002,35.5,65,thousands of dollars
Labor income,12.0,2010,8.57,22.7,38.800000000000004,65,thousands of dollars
Labor income,13.0,2010,8.75,23.900000000000002,41.300000000000004,65,thousands of dollars
Labor income,14.0,2010,9.6,26.7,45.800000000000004,65,thousands of dollars
Labor income,15.0,2010,9.21,26.7,48.9,65,thousands of dollars
Labor income,16.0,2010,10.700000000000001,31.1,55.1,65,thousands of dollars
Labor income,17.0,2010,11.200000000000001,34.5,62.2,65,thousands of dollars
Labor income,18.0,2010,12.3,39.800000000000004,72.60000000000001,65,thousands of dollars
Labor income,19.0,2010,15.5,50.800000000000004,90.8,65,thousands of dollars
Labor income,20.0,2010,28.6,85.60000000000001,165.9,65,thousands of dollars
Labor income,1.0,2011,2.89,7.46,15.1,66,thousands of dollars
Labor income,2.0,2011,3.45,7.92,14.0,66,thousands of dollars
Labor income,3.0,2011,4.4,9.59,15.9,66,thousands of dollars
Labor income,4.0,2011,4.91,10.9,17.6,66,thousands of dollars
Labor income,5.0,2011,5.15,11.6,19.8,66,thousands of dollars
Labor income,6.0,2011,5.54,12.8,22.2,66,thousands of dollars
Labor income,7.0,2011,5.97,14.1,23.8,66,thousands of dollars
Labor income,8.0,2011,6.08,14.700000000000001,25.6,66,thousands of dollars
Labor income,9.0,2011,6.390000000000001,15.700000000000001,27.8,66,thousands of dollars
Labor income,10.0,2011,6.49,16.8,30.0,66,thousands of dollars
Labor income,11.0,2011,6.640000000000001,17.8,32.9,66,thousands of dollars
Labor income,12.0,2011,6.99,19.8,36.0,66,thousands of dollars
Labor income,13.0,2011,7.21,20.900000000000002,37.800000000000004,66,thousands of dollars
Labor income,14.0,2011,7.5200000000000005,22.1,40.7,66,thousands of dollars
Labor income,15.0,2011,7.4,23.1,44.6,66,thousands of dollars
Labor income,16.0,2011,8.03,27.2,50.7,66,thousands of dollars
Labor income,17.0,2011,8.9,29.400000000000002,57.300000000000004,66,thousands of dollars
Labor income,18.0,2011,9.9,35.4,66.9,66,thousands of dollars
Labor income,19.0,2011,12.8,45.2,84.4,66,thousands of dollars
Labor income,20.0,2011,24.3,77.60000000000001,157.8,66,thousands of dollars
Labor income,1.0,2012,2.67,6.96,14.0,67,thousands of dollars
Labor income,2.0,2012,3.22,7.74,13.6,67,thousands of dollars
Labor income,3.0,2012,3.8200000000000003,8.86,15.5,67,thousands of dollars
Labor income,4.0,2012,4.28,10.1,17.3,67,thousands of dollars
Labor income,5.0,2012,4.66,10.9,18.900000000000002,67,thousands of dollars
Labor income,6.0,2012,4.67,12.1,21.2,67,thousands of dollars
Labor income,7.0,2012,5.38,13.0,23.2,67,thousands of dollars
Labor income,8.0,2012,4.58,12.9,23.900000000000002,67,thousands of dollars
Labor income,9.0,2012,5.39,14.3,25.7,67,thousands of dollars
Labor income,10.0,2012,4.82,15.0,28.1,67,thousands of dollars
Labor income,11.0,2012,5.07,15.6,30.2,67,thousands of dollars
Labor income,12.0,2012,5.8500000000000005,17.3,32.6,67,thousands of dollars
Labor income,13.0,2012,5.28,17.3,34.2,67,thousands of dollars
Labor income,14.0,2012,5.86,18.900000000000002,37.2,67,thousands of dollars
Labor income,15.0,2012,5.82,19.2,39.9,67,thousands of dollars
Labor income,16.0,2012,6.29,22.7,44.9,67,thousands of dollars
Labor income,17.0,2012,6.58,24.900000000000002,52.0,67,thousands of dollars
Labor income,18.0,2012,7.930000000000001,30.8,61.4,67,thousands of dollars
Labor income,19.0,2012,9.74,37.5,78.0,67,thousands of dollars
Labor income,20.0,2012,22.6,72.7,152.20000000000002,67,thousands of dollars
Labor income,1.0,2013,2.56,7.03,13.9,68,thousands of dollars
Labor income,2.0,2013,2.97,7.8100000000000005,13.3,68,thousands of dollars
Labor income,3.0,2013,3.74,9.13,15.700000000000001,68,thousands of dollars
Labor income,4.0,2013,4.05,9.8,16.9,68,thousands of dollars
Labor income,5.0,2013,4.12,9.98,18.0,68,thousands of dollars
Labor income,6.0,2013,4.33,11.200000000000001,20.7,68,thousands of dollars
Labor income,7.0,2013,4.82,12.0,21.900000000000002,68,thousands of dollars
Labor income,8.0,2013,4.69,12.700000000000001,23.2,68,thousands of dollars
Labor income,9.0,2013,5.0,13.200000000000001,24.8,68,thousands of dollars
Labor income,10.0,2013,4.74,13.4,26.400000000000002,68,thousands of dollars
Labor income,11.0,2013,5.04,14.200000000000001,28.400000000000002,68,thousands of dollars
Labor income,12.0,2013,4.74,15.0,30.900000000000002,68,thousands of dollars
Labor income,13.0,2013,4.39,15.3,32.0,68,thousands of dollars
Labor income,14.0,2013,4.83,16.8,34.2,68,thousands of dollars
Labor income,15.0,2013,4.91,16.8,36.6,68,thousands of dollars
Labor income,16.0,2013,5.2,19.6,40.9,68,thousands of dollars
Labor income,17.0,2013,5.11,22.7,48.5,68,thousands of dollars
Labor income,18.0,2013,6.69,27.0,55.9,68,thousands of dollars
Labor income,19.0,2013,8.16,32.9,72.0,68,thousands of dollars
Labor income,20.0,2013,20.0,65.2,140.6,68,thousands of dollars
Labor income,1.0,2014,2.1,6.94,14.700000000000001,69,thousands of dollars
Labor income,2.0,2014,2.93,7.74,13.6,69,thousands of dollars
Labor income,3.0,2014,3.8200000000000003,8.8,15.8,69,thousands of dollars
Labor income,4.0,2014,3.62,9.39,17.1,69,thousands of dollars
Labor income,5.0,2014,3.65,9.700000000000001,18.2,69,thousands of dollars
Labor income,6.0,2014,4.08,10.9,20.6,69,thousands of dollars
Labor income,7.0,2014,4.3,11.9,21.1,69,thousands of dollars
Labor income,8.0,2014,4.48,12.200000000000001,22.5,69,thousands of dollars
Labor income,9.0,2014,4.57,13.200000000000001,24.6,69,thousands of dollars
Labor income,10.0,2014,4.61,12.9,25.3,69,thousands of dollars
Labor income,11.0,2014,4.17,13.1,27.5,69,thousands of dollars
Labor income,12.0,2014,4.39,13.6,29.2,69,thousands of dollars
Labor income,13.0,2014,4.14,14.5,30.8,69,thousands of dollars
Labor income,14.0,2014,4.53,15.0,32.3,69,thousands of dollars
Labor income,15.0,2014,4.54,15.9,35.0,69,thousands of dollars
Labor income,16.0,2014,4.8,17.5,38.300000000000004,69,thousands of dollars
Labor income,17.0,2014,4.39,19.0,45.0,69,thousands of dollars
Labor income,18.0,2014,5.87,24.400000000000002,53.1,69,thousands of dollars
Labor income,19.0,2014,6.93,30.1,68.8,69,thousands of dollars
Labor income,20.0,2014,16.8,59.5,133.9,69,thousands of dollars
Labor income,1.0,2015,2.41,7.0,15.6,70,thousands of dollars
Labor income,2.0,2015,2.85,7.99,14.200000000000001,70,thousands of dollars
Labor income,3.0,2015,3.46,8.38,15.1,70,thousands of dollars
Labor income,4.0,2015,3.77,9.49,16.8,70,thousands of dollars
Labor income,5.0,2015,3.72,9.71,18.2,70,thousands of dollars
Labor income,6.0,2015,4.08,10.3,20.0,70,thousands of dollars
Labor income,7.0,2015,4.25,11.0,20.6,70,thousands of dollars
Labor income,8.0,2015,4.09,11.3,22.3,70,thousands of dollars
Labor income,9.0,2015,4.63,12.0,24.400000000000002,70,thousands of dollars
Labor income,10.0,2015,4.49,11.9,24.2,70,thousands of dollars
Labor income,11.0,2015,4.0600000000000005,12.5,26.5,70,thousands of dollars
Labor income,12.0,2015,4.0200000000000005,12.700000000000001,27.8,70,thousands of dollars
Labor income,13.0,2015,3.72,13.1,29.1,70,thousands of dollars
Labor income,14.0,2015,4.17,13.4,30.6,70,thousands of dollars
Labor income,15.0,2015,4.3500000000000005,14.3,34.1,70,thousands of dollars
Labor income,16.0,2015,4.05,16.6,36.300000000000004,70,thousands of dollars
Labor income,17.0,2015,4.1,17.7,43.2,70,thousands of dollars
Labor income,18.0,2015,5.0600000000000005,20.6,50.1,70,thousands of dollars
Labor income,19.0,2015,6.88,27.900000000000002,65.5,70,thousands of dollars
Labor income,20.0,2015,14.700000000000001,56.1,130.1,70,thousands of dollars
Labor income,1.0,2016,2.5100000000000002,7.49,15.8,71,thousands of dollars
Labor income,2.0,2016,2.91,7.53,13.9,71,thousands of dollars
Labor income,3.0,2016,3.19,8.23,15.5,71,thousands of dollars
Labor income,4.0,2016,3.5100000000000002,8.950000000000001,16.7,71,thousands of dollars
Labor income,5.0,2016,3.3200000000000003,9.44,17.7,71,thousands of dollars
Labor income,6.0,2016,3.58,9.88,19.7,71,thousands of dollars
Labor income,7.0,2016,3.61,10.3,19.7,71,thousands of dollars
Labor income,8.0,2016,3.7800000000000002,10.3,21.2,71,thousands of dollars
Labor income,9.0,2016,3.98,11.1,22.400000000000002,71,thousands of dollars
Labor income,10.0,2016,4.1,11.0,22.400000000000002,71,thousands of dollars
Labor income,11.0,2016,3.91,11.700000000000001,24.400000000000002,71,thousands of dollars
Labor income,12.0,2016,3.35,10.9,25.400000000000002,71,thousands of dollars
Labor income,13.0,2016,3.5700000000000003,12.3,27.2,71,thousands of dollars
Labor income,14.0,2016,3.5100000000000002,12.0,27.8,71,thousands of dollars
Labor income,15.0,2016,3.7800000000000002,12.8,31.0,71,thousands of dollars
Labor income,16.0,2016,3.87,14.200000000000001,34.0,71,thousands of dollars
Labor income,17.0,2016,3.0100000000000002,14.5,37.9,71,thousands of dollars
Labor income,18.0,2016,4.2700000000000005,18.3,45.0,71,thousands of dollars
Labor income,19.0,2016,5.5200000000000005,23.7,58.9,71,thousands of dollars
Labor income,20.0,2016,12.700000000000001,48.1,123.2,71,thousands of dollars
Labor income,1.0,2017,2.47,7.3,15.700000000000001,72,thousands of dollars
Labor income,2.0,2017,2.54,6.7700000000000005,13.3,72,thousands of dollars
Labor income,3.0,2017,3.12,8.02,15.200000000000001,72,thousands of dollars
Labor income,4.0,2017,3.49,8.85,16.6,72,thousands of dollars
Labor income,5.0,2017,3.24,9.11,17.2,72,thousands of dollars
Labor income,6.0,2017,3.46,9.61,19.1,72,thousands of dollars
Labor income,7.0,2017,3.59,9.97,19.0,72,thousands of dollars
Labor income,8.0,2017,3.25,9.5,20.0,72,thousands of dollars
Labor income,9.0,2017,3.18,9.59,21.5,72,thousands of dollars
Labor income,10.0,2017,3.3200000000000003,10.1,21.5,72,thousands of dollars
Labor income,11.0,2017,3.29,9.82,22.3,72,thousands of dollars
Labor income,12.0,2017,3.2,10.1,23.7,72,thousands of dollars
Labor income,13.0,2017,3.3000000000000003,10.9,25.3,72,thousands of dollars
Labor income,14.0,2017,3.2600000000000002,10.8,26.400000000000002,72,thousands of dollars
Labor income,15.0,2017,3.25,11.9,28.400000000000002,72,thousands of dollars
Labor income,16.0,2017,3.11,12.5,30.8,72,thousands of dollars
Labor income,17.0,2017,2.71,12.4,33.8,72,thousands of dollars
Labor income,18.0,2017,3.65,15.1,42.0,72,thousands of dollars
Labor income,19.0,2017,4.63,20.400000000000002,54.1,72,thousands of dollars
Labor income,20.0,2017,11.0,43.7,113.5,72,thousands of dollars
Social Security income,1.0,2000,3.54,5.13,6.29,55,thousands of dollars
Social Security income,2.0,2000,6.75,8.6,10.1,55,thousands of dollars
Social Security income,3.0,2000,6.55,10.0,12.9,55,thousands of dollars
Social Security income,4.0,2000,6.24,9.040000000000001,12.700000000000001,55,thousands of dollars
Social Security income,5.0,2000,5.95,8.88,12.3,55,thousands of dollars
Social Security income,6.0,2000,5.72,8.73,11.200000000000001,55,thousands of dollars
Social Security income,7.0,2000,5.84,8.67,10.9,55,thousands of dollars
Social Security income,8.0,2000,5.72,8.46,10.700000000000001,55,thousands of dollars
Social Security income,9.0,2000,5.8100000000000005,8.35,10.700000000000001,55,thousands of dollars
Social Security income,10.0,2000,5.14,8.19,10.3,55,thousands of dollars
Social Security income,11.0,2000,5.47,8.36,10.700000000000001,55,thousands of dollars
Social Security income,12.0,2000,5.86,8.700000000000001,11.200000000000001,55,thousands of dollars
Social Security income,13.0,2000,5.7700000000000005,8.31,10.4,55,thousands of dollars
Social Security income,14.0,2000,5.04,8.540000000000001,11.1,55,thousands of dollars
Social Security income,15.0,2000,5.84,8.86,10.8,55,thousands of dollars
Social Security income,16.0,2000,5.67,9.07,11.3,55,thousands of dollars
Social Security income,17.0,2000,5.8500000000000005,9.03,11.4,55,thousands of dollars
Social Security income,18.0,2000,6.5,9.47,11.5,55,thousands of dollars
Social Security income,19.0,2000,6.2,9.88,11.9,55,thousands of dollars
Social Security income,20.0,2000,6.8100000000000005,10.200000000000001,12.3,55,thousands of dollars
Social Security income,1.0,2001,3.65,5.23,6.34,56,thousands of dollars
Social Security income,2.0,2001,6.87,8.700000000000001,10.200000000000001,56,thousands of dollars
Social Security income,3.0,2001,6.68,10.200000000000001,13.0,56,thousands of dollars
Social Security income,4.0,2001,6.44,9.34,13.200000000000001,56,thousands of dollars
Social Security income,5.0,2001,5.86,8.81,11.9,56,thousands of dollars
Social Security income,6.0,2001,5.97,8.81,11.5,56,thousands of dollars
Social Security income,7.0,2001,6.0600000000000005,8.790000000000001,11.1,56,thousands of dollars
Social Security income,8.0,2001,5.8,8.66,10.9,56,thousands of dollars
Social Security income,9.0,2001,5.92,8.69,11.1,56,thousands of dollars
Social Security income,10.0,2001,5.4,8.57,10.6,56,thousands of dollars
Social Security income,11.0,2001,5.96,8.75,11.1,56,thousands of dollars
Social Security income,12.0,2001,5.9,8.69,11.1,56,thousands of dollars
Social Security income,13.0,2001,5.55,8.48,10.6,56,thousands of dollars
Social Security income,14.0,2001,5.5600000000000005,8.96,11.4,56,thousands of dollars
Social Security income,15.0,2001,6.29,9.08,11.1,56,thousands of dollars
Social Security income,16.0,2001,5.25,9.05,11.3,56,thousands of dollars
Social Security income,17.0,2001,6.09,9.49,11.700000000000001,56,thousands of dollars
Social Security income,18.0,2001,5.41,9.51,11.9,56,thousands of dollars
Social Security income,19.0,2001,6.91,10.5,12.5,56,thousands of dollars
Social Security income,20.0,2001,7.140000000000001,10.8,12.700000000000001,56,thousands of dollars
Social Security income,1.0,2002,3.6,5.22,6.42,57,thousands of dollars
Social Security income,2.0,2002,6.74,8.78,10.3,57,thousands of dollars
Social Security income,3.0,2002,6.68,10.200000000000001,13.0,57,thousands of dollars
Social Security income,4.0,2002,6.25,9.26,13.200000000000001,57,thousands of dollars
Social Security income,5.0,2002,5.95,9.040000000000001,12.1,57,thousands of dollars
Social Security income,6.0,2002,6.32,8.98,11.6,57,thousands of dollars
Social Security income,7.0,2002,6.19,8.950000000000001,11.3,57,thousands of dollars
Social Security income,8.0,2002,5.89,8.69,11.1,57,thousands of dollars
Social Security income,9.0,2002,6.01,8.77,11.1,57,thousands of dollars
Social Security income,10.0,2002,5.65,8.86,10.9,57,thousands of dollars
Social Security income,11.0,2002,6.21,8.93,11.1,57,thousands of dollars
Social Security income,12.0,2002,6.17,8.950000000000001,11.3,57,thousands of dollars
Social Security income,13.0,2002,5.51,8.56,11.0,57,thousands of dollars
Social Security income,14.0,2002,5.7,9.07,11.6,57,thousands of dollars
Social Security income,15.0,2002,6.3500000000000005,9.31,11.700000000000001,57,thousands of dollars
Social Security income,16.0,2002,5.93,9.32,11.700000000000001,57,thousands of dollars
Social Security income,17.0,2002,6.65,9.83,12.200000000000001,57,thousands of dollars
Social Security income,18.0,2002,6.9,10.200000000000001,12.200000000000001,57,thousands of dollars
Social Security income,19.0,2002,6.88,10.6,12.5,57,thousands of dollars
Social Security income,20.0,2002,7.47,11.1,12.9,57,thousands of dollars
Social Security income,1.0,2003,3.63,5.22,6.55,58,thousands of dollars
Social Security income,2.0,2003,6.68,8.71,10.200000000000001,58,thousands of dollars
Social Security income,3.0,2003,6.48,9.91,12.9,58,thousands of dollars
Social Security income,4.0,2003,6.18,9.16,13.1,58,thousands of dollars
Social Security income,5.0,2003,5.8500000000000005,8.9,12.0,58,thousands of dollars
Social Security income,6.0,2003,6.19,8.99,11.6,58,thousands of dollars
Social Security income,7.0,2003,6.55,9.06,11.5,58,thousands of dollars
Social Security income,8.0,2003,5.84,8.75,11.1,58,thousands of dollars
Social Security income,9.0,2003,6.58,9.0,11.3,58,thousands of dollars
Social Security income,10.0,2003,5.82,8.98,11.0,58,thousands of dollars
Social Security income,11.0,2003,6.08,9.05,11.1,58,thousands of dollars
Social Security income,12.0,2003,6.13,9.06,11.3,58,thousands of dollars
Social Security income,13.0,2003,6.11,9.32,11.5,58,thousands of dollars
Social Security income,14.0,2003,6.05,9.3,11.6,58,thousands of dollars
Social Security income,15.0,2003,6.08,9.46,11.6,58,thousands of dollars
Social Security income,16.0,2003,6.54,9.6,11.9,58,thousands of dollars
Social Security income,17.0,2003,6.91,9.97,12.1,58,thousands of dollars
Social Security income,18.0,2003,6.69,10.200000000000001,12.200000000000001,58,thousands of dollars
Social Security income,19.0,2003,6.72,10.5,12.700000000000001,58,thousands of dollars
Social Security income,20.0,2003,7.25,10.9,12.9,58,thousands of dollars
Social Security income,1.0,2004,3.66,5.23,6.65,59,thousands of dollars
Social Security income,2.0,2004,6.48,8.58,10.200000000000001,59,thousands of dollars
Social Security income,3.0,2004,6.46,9.81,12.8,59,thousands of dollars
Social Security income,4.0,2004,6.22,9.22,12.9,59,thousands of dollars
Social Security income,5.0,2004,5.93,8.97,11.9,59,thousands of dollars
Social Security income,6.0,2004,6.22,9.03,11.700000000000001,59,thousands of dollars
